"Country or Area","Year","Value","Value Footnotes"
"Upper middle income","1972","8.76135083835294",""
"Upper middle income","1971","8.27792172374856",""
"Upper middle income","1970","8.05396209304094",""
"Upper middle income","1969","7.87070045880209",""
"Upper middle income","1968","7.87397588384813",""
"Upper middle income","1967","7.83258783726123",""
"Upper middle income","1966","8.16081600035271",""
"Upper middle income","1965","8.385987040793",""
"Upper middle income","1964","8.42847122044417",""
"Upper middle income","1963","9.10707717130836",""
"Upper middle income","1962","8.47788427098729",""
"Upper middle income","1961","9.31371271790959",""
"Upper middle income","1960","9.37583860647053",""

